directorio,secuencia_encuesta,secuencia_p,orden,propension_12m,consumo_12m,consumo_12m_missing_original,precio_compra,log_precio_compra,cantidad_consumo,gasto_valor,sexo,sexo_label,edad,edad_cuadrado,d2_05,educacion_label,educacion_grupo,n_hijos,familiares_consumen,amigos_consumen,probaria_sustancias,cannabis_medicinal,actividad_laboral,regimen_salud,sintomas_depresivos,anhedonia,riesgo_marihuana_ocasional,riesgo_marihuana_frecuente,frecuencia_consumo,facil_marihuana,consumo_vida,consumo_30d,consumo_reciente,edad_inicio,tipo_sustancia,lugar_consumo,forma_conseguir,gasto_total,gasto_descripcion,riesgo_marihuana,riesgo_cocaina,riesgo_basuco,riesgo_extasis,riesgo_heroina,riesgo_lsd,riesgo_inhalantes,riesgo_anfetaminas,riesgo_tranquilizantes,facilidad_conseguir,facil_cocaina,facil_basuco,actitud_marihuana,actitud_cocaina,actitud_basuco,actitud_extasis,actitud_heroina,actitud_lsd,actitud_inhalantes,actitud_anfetaminas,actitud_tranquilizantes,actitud_drogas_general,actitud_legalizacion,actitud_regulacion,actitud_prevencion,actitud_sanciones,actitud_tratamiento,d2_01,d2_03,d2_04,d2_06,d2_07,g_01,g_02,g_04,g_09,d_02,d_07,d_09,d_10,d_11_f,d_11_g
55470,3,1,3,1,1.0,0,50000.0,10.819778284410283,12.0,,1,Hombre,22,484,5,Media,Media,0,0.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,2.0,1,,,,,3,4.0,1.0,20.0,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9,6,0,1.0,1.0,2,1,2,1,1,1.0,2,2,1,2
55471,4,1,4,0,,1,,,,,1,Hombre,34,1156,6,Tecnica/tecnologica,Superior,1,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,2,1,1,1,1,1.0,2,2,3,3
55476,3,1,3,1,1.0,0,,,,,1,Hombre,21,441,4,Basica secundaria,Media,3,1.0,1.0,0.0,1.0,Buscando empleo,,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,3,1.0,1.0,1,1,2,1,2,,2,2,3,3
55498,1,1,1,0,,1,,,,,2,Mujer,35,1225,7,Universitaria,Superior,2,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2,1.0,2.0,2,2,2,1,1,1.0,2,2,4,4
55514,1,1,1,0,,1,,,,,1,Hombre,54,2916,7,Universitaria,Superior,0,0.0,0.0,0.0,0.0,Trabajando,,1.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,2,2,2,1,,1,2,4,4
55537,2,1,2,1,1.0,0,,,,,1,Hombre,41,1681,5,Media,Media,2,0.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,1.0,2,2,2,2,1,1.0,2,2,4,4
55546,3,1,3,0,,1,50000.0,10.819778284410283,20.0,3000.0,1,Hombre,20,400,7,Universitaria,Superior,0,0.0,1.0,1.0,1.0,Otra actividad,Contributivo,1.0,1.0,2.0,3.0,1,1.0,1.0,,,3,4.0,1.0,20.0,1.0,TRES MIL,,,1.0,,,,,,,1.0,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,6,0,1.0,1.0,2,1,1,1,8,1.0,1,1,2,3
55557,1,1,1,0,,1,,,2.0,,1,Hombre,30,900,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,1,,1.0,,,9,3.0,2.0,,2.0,,,,,1.0,,,1.0,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,6,0,3.0,1.0,2,1,2,2,1,1.0,2,2,3,3
55559,4,1,4,0,,1,,,,,1,Hombre,38,1444,5,Media,Media,0,0.0,1.0,1.0,1.0,Buscando empleo,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,1,2,3.0,2,2,4,4
55560,1,1,1,1,1.0,0,,,,,1,Hombre,38,1444,6,Tecnica/tecnologica,Superior,1,1.0,1.0,1.0,1.0,Buscando empleo,Subsidiado,0.0,0.0,4.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,1.0,1,1,1,1,2,3.0,2,2,4,3
55606,1,1,1,0,,1,,,1.0,,1,Hombre,25,625,7,Universitaria,Superior,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,2.0,1,1.0,1.0,,,2,1.0,2.0,,2.0,,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,2,2,1,1.0,2,2,3,2
55610,3,1,3,1,1.0,0,150000.0,11.918390573078392,30.0,2000.0,2,Mujer,25,625,6,Tecnica/tecnologica,Superior,0,1.0,1.0,1.0,1.0,Buscando empleo,Contributivo,0.0,0.0,1.0,1.0,1,1.0,,,,3,5.0,1.0,30.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,2.0,1,1,1,1,2,1.0,2,2,1,1
55614,1,1,1,0,,1,,,,,1,Hombre,25,625,5,Media,Media,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,1.0,1.0,2,1,2,2,1,1.0,2,2,2,2
55617,1,1,1,0,,1,100000.0,11.512925464970229,11.0,3000.0,1,Hombre,40,1600,7,Universitaria,Superior,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,1,1.0,,1.0,,3,5.0,1.0,20.0,1.0,TRES MIL PESOS,1.0,,,,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,2,2,1,1.0,2,2,4,4
55671,1,1,1,0,,1,20000.0,9.903487552536127,1.0,,1,Hombre,24,576,7,Universitaria,Superior,0,1.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,4.0,1,,1.0,,,3,4.0,1.0,15.0,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,6,0,2.0,1.0,1,1,1,2,1,1.0,2,2,3,4
55692,1,1,1,0,,1,,,,,1,Hombre,50,2500,5,Media,Media,0,0.0,1.0,0.0,0.0,Otra actividad,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,1.0,1.0,2,1,2,2,8,1.0,2,2,4,4
55700,1,1,1,0,,1,50000.0,10.819778284410283,30.0,3000.0,2,Mujer,29,841,7,Universitaria,Superior,0,0.0,1.0,0.0,1.0,Trabajando,Contributivo,1.0,1.0,1.0,1.0,1,1.0,1.0,,,3,5.0,1.0,30.0,1.0,TRES MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,2.0,2,1,2,1,1,1.0,1,1,1,1
55701,1,1,1,0,,1,,,,,2,Mujer,25,625,5,Media,Media,2,0.0,1.0,1.0,1.0,Trabajando,Subsidiado,1.0,0.0,4.0,4.0,2,,1.0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,2.0,2,1,1,1,1,3.0,1,2,4,4
55703,4,1,4,0,,1,,,,,1,Hombre,36,1296,4,Basica secundaria,Media,0,1.0,1.0,0.0,1.0,Trabajando,Subsidiado,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,1,1,3.0,2,2,3,3
55722,2,1,2,1,1.0,0,,,,,1,Hombre,25,625,7,Universitaria,Superior,0,0.0,1.0,1.0,1.0,Trabajando,,1.0,1.0,1.0,1.0,2,,1.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,1.0,1.0,2,1,1,1,1,,1,1,1,1
55727,1,1,1,0,,1,,,,,2,Mujer,31,961,8,Postgrado,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,1.0,2.0,2,1,1,2,1,1.0,2,2,3,3
55728,1,1,1,0,,1,,,,,1,Hombre,58,3364,5,Media,Media,5,1.0,0.0,0.0,1.0,Trabajando,,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,5,1.0,1.0,1,2,2,1,1,,2,2,4,4
55740,3,1,3,1,1.0,0,,,,,1,Hombre,37,1369,6,Tecnica/tecnologica,Superior,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,1.0,1.0,2,1,2,2,1,1.0,2,2,2,2
55744,3,1,3,0,,1,,,,,1,Hombre,34,1156,8,Postgrado,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,1.0,1.0,2.0,3.0,2,,1.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,2,1,1.0,1,1,2,3
55747,3,1,3,0,,1,,,,,2,Mujer,48,2304,7,Universitaria,Superior,2,0.0,0.0,0.0,1.0,Oficios del hogar,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,2.0,2,2,2,1,4,3.0,2,2,4,4
55759,8,1,8,0,,1,,,,,2,Mujer,19,361,4,Basica secundaria,Media,0,1.0,1.0,0.0,0.0,Oficios del hogar,Subsidiado,0.0,0.0,,1.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,2.0,1,1,2,2,4,3.0,2,2,5,1
55765,1,1,1,0,,1,,,,,1,Hombre,47,2209,8,Postgrado,Superior,0,0.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,2,2,2,1,1.0,2,2,3,3
55768,5,1,5,0,,1,,,,,1,Hombre,17,289,4,Basica secundaria,Media,1,1.0,0.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,,,1,2,1,1,1,1.0,2,2,4,4
55776,1,1,1,0,,1,,,,,1,Hombre,27,729,6,Tecnica/tecnologica,Superior,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,1,1.0,1,1,4,4
55798,1,1,1,0,,1,,,,,1,Hombre,47,2209,3,Basica primaria,Baja,1,1.0,1.0,0.0,1.0,Trabajando,Subsidiado,1.0,0.0,2.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,1,1,2,1,1,3.0,1,2,2,3
55800,1,1,1,0,,1,,,,,1,Hombre,30,900,4,Basica secundaria,Media,1,0.0,1.0,0.0,0.0,Buscando empleo,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,2,1,2,2,2,1.0,2,2,3,3
55802,1,1,1,1,1.0,0,40000.0,10.596634733096073,15.0,3000.0,2,Mujer,29,841,8,Postgrado,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,1,1.0,,,,3,5.0,1.0,30.0,1.0,TRES MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,9,6,0,3.0,2.0,2,1,1,1,1,1.0,2,2,2,2
55816,3,1,3,0,,1,,,1.0,2500.0,2,Mujer,21,441,6,Tecnica/tecnologica,Superior,0,0.0,1.0,0.0,1.0,Trabajando,Subsidiado,0.0,0.0,3.0,3.0,1,,1.0,,,3,1.0,2.0,,1.0,DOS MIL QUINIENTOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,6,0,1.0,2.0,2,1,2,1,1,3.0,2,2,3,3
55817,2,1,2,1,1.0,0,,,,,1,Hombre,33,1089,6,Tecnica/tecnologica,Superior,1,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,2,1,1,1,1,1.0,2,2,1,2
55827,1,1,1,0,,1,,,,,2,Mujer,57,3249,6,Tecnica/tecnologica,Superior,2,1.0,0.0,0.0,1.0,Trabajando,Contributivo,1.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,2.0,1,2,2,1,1,1.0,1,2,3,3
55834,1,1,1,1,1.0,0,,,,,1,Hombre,28,784,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,1.0,1.0,2.0,2.0,2,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,1.0,2,1,2,2,1,1.0,1,1,2,2
55836,1,1,1,0,,1,,,1.0,,2,Mujer,29,841,5,Media,Media,1,1.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,1,,1.0,,,3,3.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,1,1.0,2.0,1,1,1,2,1,1.0,2,2,4,4
55843,2,1,2,1,1.0,0,,,,,2,Mujer,34,1156,6,Tecnica/tecnologica,Superior,1,0.0,0.0,1.0,0.0,Pensionado,Contributivo,0.0,0.0,2.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,2.0,2,2,1,2,6,1.0,2,2,2,2
55847,5,1,5,1,1.0,0,1000.0,6.907755278982137,30.0,2000.0,1,Hombre,18,324,5,Media,Media,0,1.0,1.0,1.0,0.0,Estudiando,Contributivo,0.0,0.0,3.0,2.0,1,1.0,1.0,,,3,3.0,1.0,20.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,1.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,2,3,1.0,2,2,3,2
55860,2,1,2,0,,1,,,1.0,,1,Hombre,19,361,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Oficios del hogar,Especial,1.0,1.0,1.0,2.0,1,1.0,1.0,,,3,2.0,2.0,,2.0,,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,2,2,4,2.0,1,1,1,2
55871,1,1,1,0,,1,,,,,1,Hombre,45,2025,7,Universitaria,Superior,0,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,1.0,1.0,2,2,2,1,1,1.0,2,2,4,4
55887,3,1,3,0,,1,,,3.0,2000.0,1,Hombre,21,441,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Estudiando,Contributivo,0.0,0.0,3.0,3.0,1,,1.0,,,3,1.0,2.0,,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,1,2,3,1.0,2,2,3,3
55892,2,1,2,1,1.0,0,30000.0,10.308952660644293,20.0,3000.0,1,Hombre,17,289,4,Basica secundaria,Media,0,0.0,1.0,1.0,0.0,Otra actividad,Contributivo,1.0,1.0,3.0,4.0,1,1.0,1.0,1.0,,3,4.0,1.0,20.0,1.0,TRES MIL PESOS,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,6,0,,,2,1,1,2,8,1.0,1,1,3,4
55894,3,1,3,1,1.0,0,,,,,2,Mujer,35,1225,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Trabajando,,0.0,0.0,3.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,2,2,1,,2,2,3,4
55912,1,1,1,1,1.0,0,,,,,1,Hombre,36,1296,4,Basica secundaria,Media,2,0.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,1.0,2,2,2,2,1,1.0,2,2,4,4
55944,2,1,2,0,,1,,,,,2,Mujer,31,961,7,Universitaria,Superior,1,1.0,1.0,1.0,1.0,Estudiando,Subsidiado,1.0,1.0,1.0,1.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,2.0,1,1,1,1,3,3.0,1,1,1,1
55957,2,1,2,1,1.0,0,,,1.0,2000.0,1,Hombre,27,729,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,1.0,3.0,3.0,1,1.0,1.0,,,3,2.0,2.0,,1.0,DOS MIL PESOS,,,1.0,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,1,1,1,1.0,2,1,3,3
55961,2,1,2,0,,1,,,,,2,Mujer,61,3721,3,Basica primaria,Baja,4,1.0,1.0,1.0,1.0,Trabajando,Contributivo,1.0,1.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,4,1.0,2.0,1,1,1,1,1,1.0,1,1,2,2
55962,1,1,1,0,,1,,,,,1,Hombre,52,2704,3,Basica primaria,Baja,1,1.0,1.0,0.0,0.0,Trabajando,Contributivo,1.0,0.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,1,1,2,2,1,1.0,1,2,4,4
55963,2,1,2,1,1.0,0,,,,,1,Hombre,18,324,5,Media,Media,0,1.0,1.0,0.0,1.0,Estudiando,Subsidiado,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,1.0,1,1,2,1,3,3.0,2,2,4,4
55974,3,1,3,0,,1,,,1.0,,1,Hombre,21,441,5,Media,Media,0,0.0,1.0,1.0,0.0,Estudiando,Contributivo,0.0,0.0,2.0,2.0,1,,,,1.0,3,2.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,2.0,2.0,2,1,1,2,3,1.0,2,2,2,2
55988,1,1,1,1,1.0,0,1000.0,6.907755278982137,,2000.0,1,Hombre,37,1369,4,Basica secundaria,Media,0,1.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,3.0,3.0,1,,1.0,,,3,3.0,1.0,2.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,2.0,2.0,1,1,2,2,1,3.0,2,2,3,3
55991,1,1,1,1,1.0,0,10000.0,9.210340371976184,20.0,2000.0,1,Hombre,20,400,7,Universitaria,Superior,0,1.0,1.0,1.0,1.0,Estudiando,Contributivo,1.0,0.0,2.0,2.0,1,1.0,1.0,,,3,4.0,1.0,4.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,1,3,1.0,1,2,2,2
55994,1,1,1,1,1.0,0,,,,,1,Hombre,27,729,7,Universitaria,Superior,0,1.0,0.0,0.0,0.0,Trabajando,Contributivo,1.0,0.0,1.0,1.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,1.0,1.0,1,2,2,2,1,1.0,1,2,1,1
55995,3,1,3,0,,1,,,,,1,Hombre,22,484,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Estudiando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,2,3,3.0,2,2,4,4
56002,1,1,1,1,1.0,0,,,,,2,Mujer,40,1600,8,Postgrado,Superior,0,0.0,0.0,0.0,1.0,Oficios del hogar,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,4.0,2.0,2,2,2,1,4,1.0,2,2,4,4
56027,3,1,3,1,1.0,0,10000.0,9.210340371976184,5.0,1000.0,1,Hombre,17,289,5,Media,Media,0,0.0,1.0,1.0,0.0,Estudiando,Contributivo,0.0,0.0,3.0,2.0,1,1.0,1.0,,,3,2.0,1.0,10.0,1.0,MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,,,2,1,1,2,3,1.0,2,2,3,2
56028,1,1,1,0,,1,,,,,2,Mujer,52,2704,6,Tecnica/tecnologica,Superior,2,0.0,0.0,0.0,1.0,Pensionado,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2,1.0,2.0,2,2,2,1,6,1.0,2,2,4,4
56029,1,1,1,0,,1,,,,,1,Hombre,40,1600,6,Tecnica/tecnologica,Superior,2,0.0,1.0,0.0,0.0,Buscando empleo,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,1.0,2,1,2,2,2,1.0,2,2,4,4
56032,1,1,1,1,1.0,0,10000.0,9.210340371976184,2.0,2000.0,2,Mujer,29,841,5,Media,Media,1,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,2.0,2.0,1,,1.0,,,3,4.0,1.0,10.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,1,1.0,2.0,1,1,1,2,1,3.0,2,2,2,2
56033,1,1,1,0,,1,,,,,1,Hombre,63,3969,3,Basica primaria,Baja,4,1.0,0.0,0.0,0.0,Buscando empleo,Contributivo,1.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,4,1.0,1.0,1,2,2,2,2,1.0,1,2,4,4
56038,1,1,1,0,,1,,,,,2,Mujer,25,625,7,Universitaria,Superior,0,0.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,2.0,2,2,2,2,1,1.0,2,2,2,2
56041,2,1,2,1,1.0,0,,,,,2,Mujer,25,625,6,Tecnica/tecnologica,Superior,0,1.0,0.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,1.0,2.0,1,2,1,2,1,1.0,2,2,4,4
56047,3,1,3,1,1.0,0,50000.0,10.819778284410283,60.0,2000.0,1,Hombre,27,729,4,Basica secundaria,Media,1,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,1,1.0,1.0,,,3,5.0,1.0,30.0,1.0,DOS MIL PESOS,,,,,,1.0,,,,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9,2,1,1.0,1.0,1,1,1,2,1,3.0,2,2,4,4
56056,1,1,1,1,1.0,0,,,,,1,Hombre,32,1024,6,Tecnica/tecnologica,Superior,1,0.0,1.0,0.0,1.0,Trabajando,Contributivo,1.0,1.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,1.0,2,1,2,1,1,1.0,1,1,3,3
56070,1,1,1,0,,1,,,,,1,Hombre,55,3025,3,Basica primaria,Baja,2,0.0,0.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,,,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,1.0,2,2,2,2,1,3.0,2,2,5,5
56078,2,1,2,0,,1,20000.0,9.903487552536127,10.0,2000.0,1,Hombre,36,1296,3,Basica primaria,Baja,0,0.0,1.0,0.0,0.0,Buscando empleo,,1.0,0.0,,3.0,1,,1.0,,,3,5.0,1.0,30.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9,6,0,1.0,1.0,2,1,2,2,2,,1,2,5,3
56086,2,1,2,0,,1,,,,,1,Hombre,25,625,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,1.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,2,1,1.0,1,2,3,3
