d2_01,d2_03,d2_04,d2_05,d2_05_a,d2_06,d2_07,directorio,secuencia_encuesta,secuencia_p,orden
5,1,5,5,511,1.0,1.0,11211,1,1,1
9,6,2,7,705,1.0,2.0,11212,1,1,1
9,2,3,5,511,1.0,2.0,11213,1,1,1
9,5,3,4,406,1.0,1.0,11214,1,1,1
5,6,0,5,511,1.0,2.0,11215,7,1,7
9,2,0,5,511,1.0,2.0,11216,1,1,1
9,2,3,6,603,1.0,2.0,11217,3,1,3
9,5,2,3,305,1.0,1.0,11218,1,1,1
5,2,1,3,304,1.0,2.0,11219,2,1,2
9,2,0,3,305,1.0,2.0,11220,2,1,2
9,1,1,4,409,1.0,2.0,11221,1,1,1
9,5,2,5,511,1.0,1.0,11222,2,1,2
5,5,3,5,511,1.0,1.0,11223,2,1,2
9,5,2,3,302,1.0,1.0,11225,1,1,1
9,6,0,4,408,,,11226,3,1,3
9,2,1,5,511,1.0,1.0,11227,1,1,1
9,2,0,7,704,1.0,2.0,11228,1,1,1
9,6,0,4,407,,,11229,2,1,2
9,2,1,3,303,1.0,1.0,11230,1,1,1
5,3,0,5,511,1.0,2.0,11231,2,1,2
9,2,1,5,511,1.0,1.0,11232,1,1,1
9,2,1,5,511,1.0,1.0,11233,1,1,1
9,3,1,5,511,1.0,1.0,11234,2,1,2
9,6,0,5,511,1.0,1.0,11235,1,1,1
9,1,0,6,606,1.0,1.0,11236,2,1,2
9,4,2,6,602,1.0,1.0,11237,5,1,5
5,2,2,3,305,1.0,2.0,11238,2,1,2
9,1,1,5,511,1.0,2.0,11239,2,1,2
9,6,0,5,510,,,11240,2,1,2
9,6,0,3,302,1.0,1.0,11241,3,1,3
9,2,2,6,602,1.0,1.0,11242,1,1,1
9,6,1,6,602,1.0,2.0,11243,3,1,3
9,3,1,8,803,1.0,2.0,11244,1,1,1
9,3,2,6,602,1.0,1.0,11245,1,1,1
9,5,1,4,406,1.0,2.0,11246,4,1,4
9,5,2,7,705,1.0,2.0,11248,1,1,1
9,2,2,5,511,1.0,2.0,11249,2,1,2
9,3,3,5,511,1.0,2.0,11250,2,1,2
9,6,2,1,100,1.0,1.0,11251,1,1,1
5,6,0,7,710,1.0,1.0,11252,3,1,3
9,1,2,3,301,1.0,1.0,11253,1,1,1
9,5,2,4,406,1.0,2.0,11254,1,1,1
9,2,1,3,305,1.0,2.0,11255,1,1,1
9,3,0,8,807,1.0,1.0,11256,1,1,1
9,5,2,5,511,1.0,1.0,11257,1,1,1
1,2,0,5,511,1.0,1.0,11258,3,1,3
1,5,2,5,511,1.0,2.0,11259,1,1,1
5,3,1,5,511,1.0,2.0,11260,2,1,2
5,6,0,6,604,1.0,1.0,11261,2,1,2
9,2,3,3,305,1.0,1.0,11263,1,1,1
9,5,3,5,511,1.0,2.0,11264,2,1,2
9,4,5,1,100,1.0,2.0,11265,1,1,1
9,2,3,6,602,1.0,2.0,11266,1,1,1
9,1,0,3,304,1.0,1.0,11267,2,1,2
9,5,2,5,511,1.0,2.0,11268,1,1,1
9,6,1,5,510,1.0,2.0,11269,3,1,3
9,5,2,4,407,1.0,2.0,11270,1,1,1
9,3,9,3,302,1.0,2.0,11271,2,1,2
9,2,1,4,407,1.0,2.0,11272,2,1,2
9,2,5,5,511,1.0,2.0,11273,2,1,2
9,1,3,3,305,1.0,2.0,11274,2,1,2
9,2,4,3,302,1.0,2.0,11275,2,1,2
9,2,5,3,301,1.0,1.0,11276,1,1,1
5,5,1,7,705,1.0,2.0,11277,2,1,2
9,1,4,1,100,1.0,1.0,11278,1,1,1
9,5,2,6,602,1.0,2.0,11279,2,1,2
9,6,1,6,602,1.0,1.0,11280,1,1,1
9,2,4,6,601,1.0,1.0,11281,1,1,1
9,3,3,5,511,1.0,2.0,11282,2,1,2
9,3,2,3,303,1.0,1.0,11283,1,1,1
9,3,3,3,305,1.0,2.0,11284,1,1,1
9,2,6,5,511,1.0,1.0,11285,1,1,1
9,6,1,4,409,1.0,2.0,11286,1,1,1
1,5,0,5,511,1.0,1.0,11287,2,1,2
9,6,2,5,511,1.0,1.0,11288,1,1,1
9,3,3,7,710,1.0,1.0,11289,1,1,1
9,3,2,5,511,1.0,1.0,11290,1,1,1
9,6,0,5,510,1.0,1.0,11291,2,1,2
9,3,3,4,407,1.0,2.0,11292,2,1,2
5,6,2,6,607,1.0,1.0,11293,2,1,2
9,6,0,7,705,1.0,1.0,11294,2,1,2
9,5,1,5,511,1.0,1.0,11295,4,1,4
9,2,3,4,409,1.0,1.0,11296,1,1,1
9,6,0,3,304,,,11297,4,1,4
9,2,2,5,511,1.0,1.0,11298,1,1,1
9,2,2,5,511,1.0,2.0,11299,2,1,2
9,6,1,5,511,1.0,2.0,11300,1,1,1
9,5,3,3,305,1.0,2.0,11301,2,1,2
9,6,0,3,305,,,11302,5,1,5
5,4,1,5,511,1.0,2.0,11303,2,1,2
1,3,4,3,305,1.0,2.0,11304,2,1,2
9,6,0,6,603,1.0,1.0,11305,2,1,2
9,6,0,7,705,1.0,1.0,11306,3,1,3
9,2,0,5,511,1.0,2.0,11307,2,1,2
5,2,0,7,708,1.0,2.0,11308,1,1,1
5,6,2,4,408,1.0,2.0,11309,1,1,1
9,3,2,5,511,1.0,2.0,11310,1,1,1
9,3,2,6,602,1.0,2.0,11311,2,1,2
9,6,0,4,409,3.0,1.0,11312,2,1,2
9,6,1,5,511,1.0,2.0,11313,2,1,2
5,1,1,3,305,1.0,1.0,11314,1,1,1
9,6,1,3,305,1.0,2.0,11315,1,1,1
9,6,1,4,400,1.0,1.0,11316,3,1,3
9,4,3,6,602,1.0,2.0,11319,1,1,1
9,6,3,4,409,1.0,2.0,11320,1,1,1
9,1,0,6,601,1.0,2.0,11321,6,1,6
9,5,4,3,305,1.0,2.0,11322,1,1,1
9,3,1,6,602,1.0,1.0,11323,1,1,1
9,6,0,5,511,1.0,2.0,11324,2,1,2
9,6,0,7,702,1.0,1.0,11325,3,1,3
5,5,3,6,604,1.0,2.0,11326,1,1,1
9,6,3,3,305,1.0,2.0,11327,1,1,1
9,2,3,3,305,1.0,1.0,11328,2,1,2
9,6,1,4,408,1.0,1.0,11329,2,1,2
5,2,0,6,602,1.0,2.0,11330,2,1,2
9,6,0,7,701,1.0,2.0,11331,1,1,1
5,2,1,7,705,1.0,2.0,11333,2,1,2
9,6,0,5,511,1.0,1.0,11334,4,1,4
9,6,2,5,511,1.0,1.0,11335,1,1,1
9,6,0,5,511,1.0,1.0,11336,3,1,3
9,3,2,4,407,1.0,2.0,11337,2,1,2
9,5,2,7,705,1.0,1.0,11338,3,1,3
9,3,2,5,511,1.0,2.0,11339,2,1,2
9,3,3,3,305,1.0,2.0,11340,2,1,2
9,6,0,7,705,2.0,2.0,11341,3,1,3
9,6,0,3,305,,,11342,2,1,2
9,1,3,5,511,1.0,2.0,11343,2,1,2
9,3,3,7,705,1.0,2.0,11344,2,1,2
9,6,0,6,602,1.0,2.0,11345,3,1,3
9,2,1,6,602,1.0,2.0,11346,8,1,8
9,6,0,6,604,,,11347,3,1,3
9,4,6,3,303,1.0,2.0,11349,1,1,1
9,2,4,3,305,1.0,2.0,11350,2,1,2
9,3,1,7,705,1.0,2.0,11351,2,1,2
9,3,1,4,409,1.0,2.0,11352,2,1,2
9,3,3,5,511,1.0,2.0,11353,2,1,2
5,5,4,4,409,1.0,2.0,11354,2,1,2
5,2,1,3,303,1.0,2.0,11355,2,1,2
5,5,3,7,705,1.0,2.0,11356,1,1,1
1,2,0,5,511,1.0,1.0,11357,2,1,2
9,6,0,4,408,1.0,2.0,11358,5,1,5
9,3,1,6,603,1.0,1.0,11359,2,1,2
5,6,2,6,603,1.0,2.0,11360,3,1,3
5,6,2,7,705,1.0,2.0,11361,1,1,1
9,6,0,7,705,1.0,2.0,11362,1,1,1
9,6,0,6,602,1.0,1.0,11363,3,1,3
5,2,2,5,511,1.0,1.0,11364,1,1,1
5,5,0,7,705,1.0,1.0,11365,3,1,3
9,6,0,5,511,1.0,1.0,11366,4,1,4
1,2,1,6,603,1.0,2.0,11367,2,1,2
9,6,0,4,406,,,11368,3,1,3
1,2,12,7,702,1.0,1.0,11369,1,1,1
9,6,1,5,511,1.0,2.0,11370,2,1,2
5,6,0,6,603,1.0,2.0,11371,1,1,1
9,2,0,9,99,1.0,2.0,11372,2,1,2
9,6,0,4,408,,,11373,4,1,4
9,6,0,7,703,1.0,1.0,11374,5,1,5
9,5,3,5,511,1.0,2.0,11375,1,1,1
9,3,4,3,305,1.0,2.0,11376,2,1,2
5,5,2,4,407,1.0,2.0,11377,1,1,1
9,6,0,6,601,1.0,2.0,11378,3,1,3
9,1,2,2,200,1.0,2.0,11379,2,1,2
9,6,1,6,602,1.0,2.0,11380,3,1,3
2,4,2,3,305,1.0,2.0,11381,1,1,1
9,2,3,3,304,1.0,1.0,11382,1,1,1
9,2,3,3,303,1.0,1.0,11383,1,1,1
9,6,0,7,710,1.0,2.0,11384,3,1,3
9,5,2,6,601,1.0,2.0,11385,2,1,2
9,6,0,7,705,1.0,1.0,11386,2,1,2
5,6,0,4,409,,,11387,2,1,2
9,6,0,7,704,1.0,1.0,11388,3,1,3
9,6,2,5,511,1.0,1.0,11389,1,1,1
9,6,0,7,703,1.0,1.0,11390,3,1,3
9,6,0,7,704,1.0,2.0,11391,1,1,1
9,5,3,5,511,1.0,2.0,11392,2,1,2
9,6,0,5,511,1.0,2.0,11393,3,1,3
5,2,2,7,705,1.0,2.0,11394,1,1,1
9,2,2,4,409,1.0,2.0,11395,1,1,1
9,5,0,1,100,1.0,1.0,11396,1,1,1
9,6,0,4,409,1.0,1.0,11397,1,1,1
5,6,1,5,511,1.0,2.0,11398,2,1,2
1,6,0,5,511,2.0,1.0,11399,4,1,4
5,6,0,5,511,1.0,1.0,11400,2,1,2
9,6,0,7,702,1.0,2.0,11401,5,1,5
9,2,1,5,510,1.0,2.0,11402,2,1,2
5,5,4,5,511,1.0,2.0,11403,1,1,1
9,6,0,7,705,1.0,1.0,11404,1,1,1
5,6,1,5,511,1.0,2.0,11405,1,1,1
9,6,0,6,605,1.0,1.0,11406,3,1,3
5,2,3,5,511,1.0,2.0,11407,2,1,2
9,2,1,5,511,1.0,2.0,11408,2,1,2
5,2,3,5,511,1.0,2.0,11409,2,1,2
9,5,1,5,511,1.0,2.0,11410,3,1,3
5,2,1,5,510,1.0,1.0,11412,1,1,1
9,5,3,4,407,1.0,2.0,11413,1,1,1
9,6,0,7,705,1.0,2.0,11414,3,1,3
1,2,2,1,100,1.0,2.0,11415,2,1,2
9,2,1,6,601,1.0,2.0,11417,2,1,2
9,3,2,6,602,1.0,1.0,11419,3,1,3
9,5,1,6,602,1.0,2.0,11420,1,1,1
9,6,0,5,511,1.0,1.0,11421,2,1,2
9,1,1,5,511,1.0,2.0,11422,6,1,6
9,6,0,6,602,1.0,1.0,11424,3,1,3
9,6,2,5,511,1.0,2.0,11425,1,1,1
9,3,1,7,705,1.0,2.0,11426,3,1,3
9,6,0,4,406,,,11427,3,1,3
9,5,2,8,801,1.0,1.0,11428,1,1,1
9,3,1,4,406,1.0,2.0,11430,2,1,2
9,3,2,6,602,1.0,1.0,11431,1,1,1
9,2,0,3,305,1.0,1.0,11432,1,1,1
9,6,0,4,409,,,11433,3,1,3
9,3,3,3,305,1.0,2.0,11434,2,1,2
9,2,3,5,511,1.0,2.0,11435,1,1,1
9,6,0,7,705,1.0,2.0,11436,1,1,1
9,6,0,7,703,1.0,2.0,11437,2,1,2
1,3,2,5,511,1.0,2.0,11438,2,1,2
9,6,0,4,408,,,11439,3,1,3
9,4,0,4,408,1.0,1.0,11440,1,1,1
5,6,0,6,602,2.0,3.0,11441,3,1,3
9,6,0,5,512,1.0,1.0,11442,3,1,3
5,4,1,6,605,1.0,2.0,11443,1,1,1
9,6,0,7,705,1.0,1.0,11444,3,1,3
9,2,1,7,703,1.0,2.0,11445,2,1,2
9,6,0,4,408,,,11446,3,1,3
9,6,2,5,511,1.0,2.0,11447,4,1,4
9,5,4,5,511,1.0,2.0,11448,1,1,1
9,5,2,4,408,1.0,2.0,11449,1,1,1
9,6,0,5,511,1.0,2.0,11450,1,1,1
9,6,1,5,511,1.0,2.0,11451,1,1,1
9,6,0,5,511,1.0,1.0,11452,4,1,4
9,5,5,4,408,1.0,2.0,11453,1,1,1
9,6,1,5,511,1.0,1.0,11454,3,1,3
1,2,1,5,511,1.0,1.0,11456,1,1,1
9,6,2,8,803,1.0,2.0,11457,1,1,1
9,2,0,3,302,1.0,1.0,11458,1,1,1
9,5,1,3,305,1.0,1.0,11459,1,1,1
9,3,1,3,305,1.0,1.0,11460,1,1,1
9,2,2,4,408,1.0,2.0,11461,4,1,4
9,2,1,3,304,1.0,1.0,11462,1,1,1
9,6,0,7,702,1.0,1.0,11463,3,1,3
5,5,4,1,100,1.0,2.0,11464,1,1,1
9,6,0,5,511,1.0,1.0,11466,2,1,2
9,6,1,3,305,1.0,2.0,11467,1,1,1
9,6,2,7,705,1.0,2.0,11468,1,1,1
5,4,10,1,100,1.0,2.0,11469,1,1,1
9,5,3,4,406,1.0,2.0,11470,1,1,1
5,2,0,6,601,1.0,2.0,11471,4,1,4
1,6,0,4,408,1.0,1.0,11472,3,1,3
9,6,0,4,406,,,11473,3,1,3
5,5,2,7,705,1.0,2.0,11474,1,1,1
9,3,4,6,604,1.0,1.0,11476,1,1,1
9,2,3,3,303,1.0,2.0,11477,2,1,2
9,2,1,4,409,1.0,2.0,11478,5,1,5
9,6,1,6,603,1.0,2.0,11479,1,1,1
9,2,2,3,305,1.0,2.0,11480,2,1,2
9,2,1,3,305,1.0,1.0,11481,1,1,1
9,6,0,6,603,1.0,2.0,11482,5,1,5
9,5,1,6,604,1.0,2.0,11483,5,1,5
1,2,1,6,601,1.0,2.0,11484,2,1,2
9,6,1,7,705,1.0,2.0,11485,3,1,3
9,2,3,5,511,1.0,2.0,11486,1,1,1
9,6,0,6,602,1.0,2.0,11487,1,1,1
9,6,1,4,409,1.0,2.0,11488,1,1,1
5,6,0,3,304,,,11489,2,1,2
9,2,2,6,603,1.0,2.0,11490,1,1,1
9,1,2,6,601,1.0,2.0,11491,1,1,1
9,6,2,5,511,1.0,2.0,11492,1,1,1
9,1,2,3,305,1.0,1.0,11493,1,1,1
9,2,2,5,511,1.0,2.0,11494,2,1,2
9,6,0,5,510,,,11496,5,1,5
9,2,1,7,705,1.0,2.0,11497,1,1,1
9,6,0,5,510,,,11498,2,1,2
1,2,8,1,100,1.0,1.0,11499,1,1,1
9,3,3,5,511,1.0,2.0,11500,2,1,2
5,2,1,5,511,1.0,2.0,11501,2,1,2
9,6,0,7,705,1.0,1.0,11502,3,1,3
5,6,1,5,511,1.0,2.0,11503,7,1,7
9,2,1,5,513,1.0,1.0,11504,1,1,1
9,2,4,2,200,1.0,1.0,11505,1,1,1
9,2,1,5,511,1.0,2.0,11506,3,1,3
5,5,3,4,406,1.0,2.0,11507,1,1,1
9,2,2,5,513,1.0,2.0,11509,2,1,2
9,3,3,6,604,1.0,2.0,11510,4,1,4
9,2,3,6,602,1.0,2.0,11512,1,1,1
9,5,7,5,511,1.0,2.0,11513,1,1,1
9,2,0,5,510,1.0,2.0,11514,2,1,2
1,5,2,6,602,1.0,1.0,11515,3,1,3
9,6,0,5,512,1.0,1.0,11516,4,1,4
9,6,0,5,511,1.0,2.0,11517,2,1,2
9,2,1,6,604,1.0,2.0,11518,2,1,2
9,2,1,5,511,1.0,2.0,11519,2,1,2
9,2,1,6,601,1.0,1.0,11520,4,1,4
9,6,0,6,602,1.0,2.0,11521,3,1,3
5,1,2,6,601,1.0,1.0,11522,1,1,1
9,3,3,3,303,1.0,2.0,11523,2,1,2
9,6,1,6,603,1.0,2.0,11524,1,1,1
5,3,3,3,305,1.0,1.0,11525,1,1,1
5,2,3,5,511,1.0,1.0,11526,1,1,1
9,6,0,5,511,1.0,2.0,11527,2,1,2
5,6,0,4,409,,,11528,3,1,3
5,2,3,5,511,1.0,2.0,11529,1,1,1
9,5,2,4,409,1.0,1.0,11530,1,1,1
5,2,2,3,305,1.0,2.0,11531,1,1,1
9,3,3,5,511,1.0,2.0,11532,1,1,1
9,2,2,4,409,1.0,2.0,11533,2,1,2
9,2,3,4,408,1.0,1.0,11534,1,1,1
9,2,3,3,305,1.0,1.0,11535,1,1,1
5,3,3,5,511,1.0,1.0,11536,1,1,1
5,6,0,3,304,,,11537,5,1,5
5,2,6,5,511,1.0,1.0,11539,2,1,2
9,3,1,6,601,1.0,2.0,11541,3,1,3
9,2,2,6,602,1.0,2.0,11542,2,1,2
5,5,3,5,510,1.0,2.0,11543,1,1,1
9,2,3,9,99,1.0,1.0,11544,1,1,1
9,6,0,5,511,1.0,1.0,11545,2,1,2
9,3,2,4,408,1.0,1.0,11546,1,1,1
1,2,3,3,302,1.0,2.0,11547,2,1,2
9,1,1,4,408,1.0,2.0,11548,2,1,2
9,5,1,7,705,1.0,2.0,11549,2,1,2
9,6,0,4,406,1.0,1.0,11550,2,1,2
9,1,0,5,511,1.0,2.0,11552,2,1,2
9,3,2,3,303,1.0,2.0,11553,1,1,1
9,6,0,4,406,,,11554,3,1,3
9,3,2,7,703,1.0,1.0,11555,4,1,4
9,6,0,5,511,2.0,2.0,11556,1,1,1
5,2,0,4,406,1.0,2.0,11557,2,1,2
9,2,2,6,602,1.0,2.0,11558,3,1,3
5,5,4,3,305,1.0,2.0,11559,1,1,1
5,4,9,1,100,1.0,1.0,11560,2,1,2
1,4,0,7,705,1.0,2.0,11561,1,1,1
9,5,2,3,303,1.0,2.0,11562,3,1,3
9,2,3,3,304,1.0,2.0,11563,2,1,2
9,2,2,5,511,1.0,1.0,11564,2,1,2
9,2,2,5,511,1.0,1.0,11566,1,1,1
9,6,2,4,407,1.0,1.0,11567,1,1,1
9,6,4,1,100,1.0,2.0,11568,1,1,1
9,3,3,3,305,1.0,2.0,11569,2,1,2
9,6,0,5,510,,,11571,4,1,4
9,2,5,1,100,1.0,2.0,11572,2,1,2
9,6,0,4,407,,,11573,5,1,5
5,2,1,5,510,1.0,1.0,11574,2,1,2
5,4,2,5,511,1.0,2.0,11576,4,1,4
9,6,0,4,408,,,11577,4,1,4
5,5,0,7,706,1.0,2.0,11579,1,1,1
9,4,3,4,407,1.0,2.0,11580,4,1,4
9,6,0,5,511,1.0,1.0,11581,1,1,1
9,1,4,6,603,1.0,1.0,11582,1,1,1
9,5,2,4,409,1.0,2.0,11583,1,1,1
1,6,0,4,406,,,11584,4,1,4
9,2,2,5,511,1.0,2.0,11585,2,1,2
9,3,2,3,305,1.0,2.0,11586,2,1,2
9,2,3,3,304,1.0,2.0,11587,2,1,2
9,2,0,6,604,1.0,1.0,11589,1,1,1
5,5,3,8,802,1.0,2.0,11590,1,1,1
9,5,2,3,305,1.0,2.0,11591,2,1,2
5,5,2,5,511,1.0,2.0,11592,1,1,1
9,6,0,5,511,1.0,1.0,11593,3,1,3
9,5,4,6,603,1.0,1.0,11594,1,1,1
5,2,0,6,603,1.0,2.0,11595,1,1,1
9,2,2,6,603,1.0,1.0,11596,2,1,2
9,3,4,8,801,1.0,2.0,11597,1,1,1
9,2,2,1,100,1.0,1.0,11598,5,1,5
9,6,1,7,705,1.0,2.0,11599,2,1,2
5,6,0,5,511,1.0,2.0,11600,6,1,6
9,5,5,4,406,1.0,1.0,11601,1,1,1
9,6,2,5,511,1.0,2.0,11602,1,1,1
9,3,1,5,511,1.0,1.0,11603,1,1,1
9,6,0,4,406,,,11604,2,1,2
5,3,2,6,606,1.0,2.0,11605,2,1,2
9,6,0,4,406,,,11607,4,1,4
9,6,0,5,510,,,11608,2,1,2
5,5,5,4,409,1.0,2.0,11609,1,1,1
9,6,0,4,408,,,11610,7,1,7
1,3,3,5,511,1.0,2.0,11611,2,1,2
9,2,0,4,407,1.0,1.0,11612,1,1,1
9,2,3,3,305,1.0,2.0,11613,1,1,1
9,2,1,4,408,1.0,2.0,11615,2,1,2
9,3,2,6,602,1.0,1.0,11616,1,1,1
9,5,1,5,511,1.0,2.0,11617,1,1,1
5,6,1,6,602,1.0,2.0,11618,3,1,3
1,2,2,6,602,1.0,2.0,11619,2,1,2
5,2,2,5,511,1.0,2.0,11620,1,1,1
5,6,1,7,705,1.0,1.0,11621,5,1,5
9,1,2,4,409,1.0,2.0,11622,2,1,2
5,2,2,6,603,1.0,1.0,11624,1,1,1
9,2,5,3,301,1.0,1.0,11625,1,1,1
5,3,2,5,511,1.0,1.0,11626,1,1,1
9,6,3,5,511,1.0,1.0,11627,2,1,2
9,1,0,5,513,1.0,1.0,11628,2,1,2
5,2,4,6,602,1.0,2.0,11629,2,1,2
9,6,0,5,510,,,11630,10,1,10
9,3,2,6,602,1.0,2.0,11631,2,1,2
9,2,5,3,305,1.0,2.0,11632,2,1,2
9,2,1,7,705,1.0,2.0,11633,2,1,2
5,5,2,4,408,1.0,2.0,11634,1,1,1
5,6,0,5,511,1.0,1.0,11635,2,1,2
9,6,1,6,603,1.0,2.0,11636,1,1,1
9,6,0,5,511,,,11637,3,1,3
9,6,0,7,705,1.0,2.0,11638,4,1,4
9,6,0,8,801,1.0,1.0,11639,3,1,3
5,2,6,3,300,1.0,1.0,11640,1,1,1
5,2,3,3,305,1.0,1.0,11641,1,1,1
9,6,1,7,703,1.0,2.0,11642,2,1,2
9,6,2,5,513,1.0,2.0,11643,1,1,1
9,5,1,3,305,1.0,2.0,11644,3,1,3
9,5,1,3,305,1.0,1.0,11645,2,1,2
9,2,2,4,409,1.0,2.0,11646,2,1,2
9,3,3,5,511,1.0,2.0,11647,2,1,2
9,6,0,5,511,1.0,1.0,11649,3,1,3
9,2,1,4,406,1.0,1.0,11650,5,1,5
9,6,0,8,803,1.0,1.0,11651,3,1,3
5,6,0,3,303,1.0,1.0,11652,4,1,4
5,3,3,3,305,1.0,1.0,11653,1,1,1
1,2,5,3,305,1.0,2.0,11654,2,1,2
9,3,3,5,511,1.0,2.0,11655,2,1,2
9,6,1,5,510,1.0,2.0,11656,3,1,3
9,5,3,5,511,1.0,1.0,11657,1,1,1
9,6,0,7,704,1.0,1.0,11658,3,1,3
9,2,2,5,512,1.0,2.0,11659,2,1,2
9,3,3,7,705,1.0,1.0,11660,1,1,1
9,6,0,6,601,,,11661,4,1,4
5,3,2,5,511,1.0,2.0,11662,1,1,1
9,3,3,3,303,1.0,2.0,11664,2,1,2
9,5,1,4,406,1.0,1.0,11665,3,1,3
9,6,1,3,305,1.0,2.0,11666,1,1,1
9,3,2,5,511,1.0,1.0,11667,1,1,1
5,2,1,5,511,1.0,1.0,11668,1,1,1
9,6,0,6,601,,,11669,2,1,2
9,6,0,7,704,1.0,2.0,11670,2,1,2
5,2,8,3,305,1.0,1.0,11671,1,1,1
5,3,2,7,712,1.0,1.0,11672,1,1,1
9,3,2,6,603,1.0,2.0,11673,2,1,2
9,3,2,3,305,1.0,2.0,11674,2,1,2
9,5,1,6,603,1.0,1.0,11675,1,1,1
9,6,0,3,305,,,11676,3,1,3
9,6,0,7,705,1.0,1.0,11677,2,1,2
9,3,3,5,511,1.0,2.0,11678,2,1,2
9,5,0,3,304,1.0,1.0,11679,2,1,2
9,3,5,4,409,1.0,1.0,11680,1,1,1
9,2,2,7,705,1.0,2.0,11681,1,1,1
9,2,1,5,511,1.0,2.0,11682,3,1,3
9,1,0,6,604,1.0,1.0,11683,1,1,1
9,5,2,5,511,1.0,2.0,11684,1,1,1
9,2,0,3,304,1.0,1.0,11685,1,1,1
9,6,0,8,802,1.0,2.0,11686,4,1,4
9,2,2,3,303,1.0,1.0,11687,2,1,2
1,2,3,5,510,1.0,2.0,11688,2,1,2
9,6,0,6,602,1.0,1.0,11689,1,1,1
9,3,2,5,512,1.0,1.0,11690,1,1,1
9,2,2,4,409,1.0,1.0,11691,1,1,1
9,3,2,5,511,1.0,1.0,11692,1,1,1
9,6,0,4,407,,,11694,3,1,3
5,2,2,5,510,1.0,2.0,11695,2,1,2
5,3,2,5,511,1.0,1.0,11696,1,1,1
9,5,1,7,701,1.0,2.0,11698,4,1,4
9,2,3,5,511,1.0,2.0,11699,2,1,2
5,5,4,5,511,1.0,2.0,11700,4,1,4
9,6,1,7,704,1.0,2.0,11701,1,1,1
9,6,0,4,408,,,11702,2,1,2
9,6,0,4,409,,,11703,2,1,2
5,6,0,5,511,1.0,1.0,11704,3,1,3
9,6,0,5,511,1.0,1.0,11705,3,1,3
9,6,0,6,601,1.0,1.0,11706,4,1,4
9,1,0,5,511,1.0,1.0,11707,1,1,1
9,2,3,6,602,1.0,2.0,11708,3,1,3
5,5,0,7,705,1.0,1.0,11709,1,1,1
9,6,0,7,709,1.0,1.0,11710,2,1,2
9,2,2,6,603,1.0,2.0,11711,2,1,2
9,2,3,5,511,1.0,1.0,11713,1,1,1
5,2,2,7,702,1.0,2.0,11714,2,1,2
9,6,0,6,604,1.0,1.0,11715,3,1,3
9,2,2,6,601,1.0,2.0,11716,2,1,2
9,5,3,4,407,1.0,2.0,11717,1,1,1
5,6,0,5,511,1.0,1.0,11718,2,1,2
9,2,0,6,601,1.0,1.0,11720,1,1,1
5,5,2,6,611,1.0,2.0,11722,1,1,1
9,1,2,3,303,1.0,2.0,11723,2,1,2
5,6,0,4,406,,,11724,3,1,3
9,2,2,6,602,1.0,1.0,11725,1,1,1
9,6,0,7,705,1.0,2.0,11726,1,1,1
9,3,3,6,603,1.0,2.0,11728,2,1,2
9,3,0,3,305,1.0,1.0,11729,1,1,1
9,2,6,4,408,1.0,2.0,11730,2,1,2
9,6,0,6,602,3.0,1.0,11731,2,1,2
9,1,1,5,511,1.0,2.0,11732,2,1,2
9,6,0,5,511,,,11733,2,1,2
9,4,3,4,408,1.0,2.0,11734,2,1,2
5,3,2,5,511,1.0,2.0,11735,2,1,2
5,2,1,5,511,1.0,2.0,11736,2,1,2
1,4,4,6,601,1.0,2.0,11738,1,1,1
9,5,4,5,511,1.0,2.0,11739,2,1,2
9,6,0,6,603,1.0,2.0,11740,5,1,5
5,6,1,5,511,1.0,2.0,11741,1,1,1
9,6,0,5,510,1.0,1.0,11742,2,1,2
9,6,1,5,511,1.0,2.0,11743,3,1,3
9,6,0,4,406,,,11744,2,1,2
9,6,0,4,409,,,11745,4,1,4
5,5,2,5,511,1.0,2.0,11746,1,1,1
9,3,2,3,305,1.0,2.0,11747,2,1,2
9,5,4,3,305,1.0,2.0,11748,1,1,1
9,2,2,4,409,1.0,2.0,11749,2,1,2
9,1,5,4,406,1.0,2.0,11750,2,1,2
5,1,0,5,511,1.0,2.0,11751,2,1,2
9,2,0,7,705,1.0,2.0,11752,2,1,2
1,1,0,4,407,1.0,2.0,11753,2,1,2
9,6,0,5,510,1.0,1.0,11754,2,1,2
9,5,3,5,511,1.0,2.0,11755,4,1,4
9,5,3,3,303,1.0,2.0,11756,1,1,1
5,6,0,5,511,1.0,1.0,11758,10,1,10
9,6,0,4,407,,,11760,3,1,3
5,5,2,5,512,1.0,1.0,11761,6,1,6
5,5,0,2,201,1.0,1.0,11762,2,1,2
9,6,0,5,511,1.0,1.0,11763,2,1,2
9,6,0,5,510,1.0,2.0,11764,3,1,3
5,4,2,5,511,1.0,2.0,11766,1,1,1
9,3,3,3,305,1.0,1.0,11767,1,1,1
9,6,2,7,710,1.0,2.0,11769,4,1,4
5,6,0,4,407,,,11770,3,1,3
9,3,3,3,305,1.0,2.0,11771,2,1,2
9,2,2,3,302,1.0,1.0,11772,1,1,1
1,6,0,6,601,1.0,1.0,11773,1,1,1
9,2,3,4,406,1.0,2.0,11774,2,1,2
9,3,3,7,705,1.0,1.0,11775,1,1,1
9,6,0,5,511,1.0,1.0,11776,3,1,3
9,6,4,5,511,1.0,1.0,11777,3,1,3
